cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
90wgik7n,bc524b9e173e4e4beebfa56b3c04b84424cb0a15,Medline; PMC,The novel amidocarbamate derivatives of ketoprofen: synthesis and biological activity,10.1007/s00044-010-9309-2,PMC7079954,32214761.0,no-cc,"A series of novel ketoprofen derivatives 4a–j bearing both amide and carbamate functionalities were prepared using the benzotriazole method of carboxylic and hydroxy group activation. Selective reduction of ketoprofen produced hydroxy derivative 2, which in the reaction with one or two moles of 1-benzotriazole carboxylic acid chloride (1) gave benzotriazole derivatives 3a and 3b, respectively. Compounds 3a and 3b with various amines afforded amidocarbamates 4a–j. Antioxidative screenings revealed that the prepared compounds 3b and 4a–j possess excellent lipid peroxidation inhibition at 0.1 mM concentration, higher than 95% for the derivatives bearing aromatic, cycloalkyl or heterocyclic substituents. Two of the compounds, 3b and 4g, also show high soybean lipoxygenase inhibition activity (95 and 83.5%, respectively). On the other hand, the amidocarbamate derivatives of ketoprofen show only weak reducing activity against 1,1-diphenyl-2-picrylhydrazyl radicals. No selective antiviral effects were noted for the tested compounds against a broad variety of DNA and RNA viruses. Most compounds were endowed with a moderate (IC(50): 10–25 μM) cytostatic activity.",2010-02-03,"Rajić, Zrinka; Hadjipavlou-Litina, Dimitra; Pontiki, Eleni; Balzarini, Jan; Zorc, Branka",Med Chem Res,,,,document_parses/pdf_json/bc524b9e173e4e4beebfa56b3c04b84424cb0a15.json,document_parses/pmc_json/PMC7079954.xml.json,https://doi.org/10.1007/s00044-010-9309-2; https://www.ncbi.nlm.nih.gov/pubmed/32214761/,44281053.0
bdzcrs7q,93857e54224281141f7abaa8365dc43fad5ae9a6,Medline; PMC,"Impact of health challenges on pig growth performance, carcass characteristics, and net returns under commercial conditions",10.1093/tas/txx005,PMC7107292,32289106.0,cc-by-nc,"Understanding how disease affects commercial production is imperative for pig producers to quantify its full impact on pig performance, carcass quality, and net returns. The objective of this experiment was to assess the productivity and economic importance of naturally occurring health challenges (HC) under commercial conditions. Three 1,000 pig grow-finish facilities received 936 pigs each. The experimental period started approximately 34 d post placement at an average start BW of 13.1 ± 0.2 kg. Barns were characterized based on the relative HC, determined by diagnostic assessments as the main characterization tool, along with other health indicators. Barns were characterized as low challenge health (LCh), moderate challenge health (MCh), and high challenge health (HCh). All barns tested positive for porcine reproductive and respiratory syndrome virus infection prior to the start of the experiment. Additionally, the MCh and HCh barns experienced influenza type A virus of swine. Similar to commercial production conditions, the disease challenge was not imposed but rather occurred naturally. Reduced ADG, ADFI, and G:F were observed with an increased HC (P < 0.001). Similarly, mortality was increased when the HC increased (P < 0.001). Decreased ADG increased days to achieve harvest BW, by 10 and 15 d in the MCh and HCh treatments compared with LCh, respectively (P < 0.001). No differences were observed for percent lean, loin depth, or fat depth (P > 0.10). The economic impact of the HC was assessed by applying these growth performance data to two economic models encompassing the two main marketing methods used by U.S. pig producers: fixed-weight and fixed-time. Financial losses attributed to the variation in disease severity that occurred in the present study ranged from $8.49 and $26.10 U.S. dollars (USD)/pig marketed using a fixed-market weight model, or between $11.02 and $29.82 USD/pig using a fixed-time model, depending on feed costs and market hog prices. In conclusion, increasing severity of HC under commercial conditions reduced ADG by 8% and 14% and resulted in mortality as high as 19.9%. Losses of $8.49 to $29.82/pig marketed underscore the potential magnitude of the economic impact of mixed etiology concurrent diseases in pork production.",2018-02-23,"Cornelison, A S; Karriker, L A; Williams, N H; Haberl, B J; Stalder, K J; Schulz, L L; Patience, J F",Transl Anim Sci,,,,document_parses/pdf_json/93857e54224281141f7abaa8365dc43fad5ae9a6.json,document_parses/pmc_json/PMC7107292.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32289106/; https://doi.org/10.1093/tas/txx005,54986689.0
xfxvws95,f2a549fda9d3b79dfcfe60f0028fb4862f5d1504,PMC,Strategic Use of Data Assimilation for Dynamic Data-Driven Simulation,10.1007/978-3-030-50433-5_3,PMC7304738,,no-cc,"Dynamic data-driven simulation (DDDS) incorporates real-time measurement data to improve simulation models during model run-time. Data assimilation (DA) methods aim to best approximate model states with imperfect measurements, where particle Filters (PFs) are commonly used with discrete-event simulations. In this paper, we study three critical conditions of DA using PFs: (1) the time interval of iterations, (2) the number of particles and (3) the level of actual and perceived measurement errors (or noises), and provide recommendations on how to strategically use data assimilation for DDDS considering these conditions. The results show that the estimation accuracy in DA is more constrained by the choice of time intervals than the number of particles. Good accuracy can be achieved without many particles if the time interval is sufficiently short. An over estimation of the level of measurement errors has advantages over an under estimation. Moreover, a slight over estimation has better estimation accuracy and is more responsive to system changes than an accurate perceived level of measurement errors.",2020-05-25,"Cho, Yubin; Huang, Yilin; Verbraeck, Alexander",Computational Science - ICCS 2020,,,,document_parses/pdf_json/f2a549fda9d3b79dfcfe60f0028fb4862f5d1504.json,document_parses/pmc_json/PMC7304738.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304738/,
wly18gdz,d0c8e2e83670f588fa1673bb2234b520aa4f8242,Elsevier; Medline; PMC,The recombinant N-terminal domain of spike proteins is a potential vaccine against Middle East respiratory syndrome coronavirus (MERS-CoV) infection,10.1016/j.vaccine.2016.11.064,PMC7115548,27899228.0,no-cc,"The persistent public health threat of infection with the Middle East respiratory syndrome coronavirus (MERS-CoV) highlights the need for an effective MERS-CoV vaccine. Previous studies have focused mainly on the receptor-binding domain (RBD) on the spike protein of MERS-CoV. Herein, we investigated the immunogenicity and protective potential of the recombinant N-terminal domain (rNTD) of spike proteins as a vaccine candidate. BALB/c mice vaccinated with 5 or 10 μg of rNTD protein demonstrated a significant humoral immune response (serum IgG and neutralizing activity). Additionally, according to the enzyme-linked immunospot, intracellular cytokine staining, and cytometric bead array assays, significant and functional T-cell immunity was induced by 10 μg of the rNTD vaccination with aluminum and CpG adjuvant. Furthermore, rNTD-immunized mice showed reduced lung abnormalities in a MERS-CoV-challenge mouse model transfected with an adenoviral vector expressing human DPP4, showing protection consistent with that found with rRBD vaccination. These data show that rNTD induced potent cellular immunity and antigen-specific neutralizing antibodies in mice and that it demonstrated protective capacity against a viral challenge, indicating that rNTD is a vaccine candidate against MERS-CoV infection.",2017-01-03,"Jiaming, Lan; Yanfeng, Yao; Yao, Deng; Yawei, Hu; Linlin, Bao; Baoying, Huang; Jinghua, Yan; Gao, George F.; Chuan, Qin; Wenjie, Tan",Vaccine,,,,document_parses/pdf_json/d0c8e2e83670f588fa1673bb2234b520aa4f8242.json,document_parses/pmc_json/PMC7115548.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/27899228/; https://api.elsevier.com/content/article/pii/S0264410X16311355; https://www.sciencedirect.com/science/article/pii/S0264410X16311355; https://doi.org/10.1016/j.vaccine.2016.11.064,46807588.0
9z01bwdh,,Medline,Accuracy of methemoglobin detection by pulse CO-oximetry during hypoxia.,10.1213/ane.0b013e3181c91bb6,,20007731.0,unk,"BACKGROUND Methemoglobin in the blood cannot be detected by conventional pulse oximetry, although it can bias the oximeter's estimate (Spo2) of the true arterial functional oxygen saturation (Sao2). A recently introduced ""Pulse CO-Oximeter"" (Masimo Rainbow SET(R) Radical-7 Pulse CO-Oximeter, Masimo Corp., Irvine, CA) is intended to additionally monitor noninvasively the fractional carboxyhemoglobin and methemoglobin content in blood. The purpose of our study was to determine whether hypoxia affects the new device's estimated methemoglobin reading accuracy, and whether the presence of methemoglobin impairs the ability of the Radical-7 and a conventional pulse oximeter (Nonin 9700, Nonin Medical Inc., Plymouth, MN) to detect decreases in Sao2. METHODS Eight and 6 healthy adults were included in 2 study groups, respectively, each fitted with multiple sensors and a radial arterial catheter for blood sampling. In the first group, IV administration of approximately 300 mg sodium nitrite increased subjects' methemoglobin level to a 7% to 8% target and hypoxia was induced to different levels of Sao2 (70%-100%) by varying fractional inspired oxygen. In the second group, 15% methemoglobin at room air and 80% Sao2 were targeted. Pulse CO-oximeter readings were compared with arterial blood values measured using a Radiometer multiwavelength hemoximeter. Pulse CO-oximeter methemoglobin reading performance was analyzed by observing the incidence of meaningful reading errors at the various hypoxia levels. This was used to determine the impact on predictive values for detecting methemoglobinemia. Spo2 reading bias, precision, and root mean square error were evaluated during conditions of elevated methemoglobin. RESULTS Observations spanned 66.2% to 99% Sao2 and 0.6% to 14.4% methemoglobin over the 2 groups (170 blood draws). Masimo methemoglobin reading bias and precision over the full Sao2 span was 7.7% +/- 13.0%. Best accuracy was found in the 95% to 100% Sao2 range (1.9% +/- 2.5%), progressing to its worst in the 70% to 80% range (24.8% +/- 15.6%). Occurrence of methemoglobin readings in error >5% increased over each 5-point decrease in Sao2 (P < 0.05). Masimo Spo2 readings were biased -6.3% +/- 3.0% in the 95% to 100% Sao2 range with 4% to 8.3% methemoglobin. Both the Radical-7 and Nonin 9700 pulse oximeters accurately detected decreases in Sao(2) <90% with 4% to 15% methemoglobin, despite displaying low Spo2 readings when Sao2 was >95%. CONCLUSIONS The Radical-7's methemoglobin readings become progressively more inaccurate as Sao2 decreases <95%, at times overestimating true values by 10% to 40%. Elevated methemoglobin causes the Spo2 readings to underestimate Sao2 similar to conventional 2-wavelength pulse oximeters at high saturation. Spo2 readings from both types of instruments continue to trend downward during the development of hypoxemia (Sao2 <90%) with methemoglobin levels up to 15%.",2010,"Feiner, John R; Bickler, Philip E; Mannheimer, Paul D",Anesthesia and analgesia,,,,,,https://doi.org/10.1213/ane.0b013e3181c91bb6; https://www.ncbi.nlm.nih.gov/pubmed/20007731/,7851991.0
17ah91um,62f3ec7f280b254705273868a2eacd1fc30eae51,PMC,AIDS-Myelopathy: A Neuropathological Study,10.1016/s0344-0338(11)80117-2,PMC7130719,8516218,no-cc,"Vacuolar myelopathy belongs to the AIDS-associated diseases. It is characterized by vacuolation and infiltration of the long tracts of the spinal cord by macrophages. The clinical and morphological findings of 8 AIDS-patients with vacuolar myelopathy are reported here. The syndrome developed during the final stages of AIDS and was associated with HIV-encephalopathy in 5 cases. The vacuoles were mainly due to intramyelinic swelling and vacuolation. Vacuolated macrophages and axons contributed only to a minor degree. In one case only, HIV-antigens were detected immunohistochemically. The results are discussed in the light of modern pathogenetical concepts of HIV-related diseases.",2011-11-02,"Bergmann, M.; Gullotta, F.; Kuchelmeister, K.; Masini, Tina; Angeli, G.",Pathol Res Pract,,,,document_parses/pdf_json/62f3ec7f280b254705273868a2eacd1fc30eae51.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7130719/,
9a4xjg09,26a7354c2bda2d006fe72dce4361b0b35de848e6,PMC,Assessing the public perceptions of treated wastewater reuse: opportunities and implications for urban communities in developing countries,10.1016/j.heliyon.2020.e05246,PMC7556266,33072925,no-cc,"Wastewater reuse has become an integral part of Integrated Water Resources Management and thus plays a role in securing the water needs for future generations. This study aimed at determining the perceptions of Canaanland, an emerging urban community in Ogun State, Nigeria, on treated wastewater reuse for several purposes. Data were collected through questionnaires administered to the city residents (n = 244). Findings revealed that the city was aware of the economic and environmental benefits of wastewater reuse but would prefer reuse schemes that involved less human contact such as flushing toilets, electricity generation, building construction, and car wash. The least preferred option was for potable purposes. The community also revealed that they would be willing to accept wastewater reuse as long as it is endorsed by medical doctors, university professors, and experts. However, 45.5% of the respondents were from the Covenant University academic environment. Also, an assessment was carried out to ascertain the implications and opportunities for wastewater reuse in the city. Findings indicated that wastewater reuse involves several complexities and interlinkages, which revolve around political and decisional factors, economic and social factors, environmental factors, and technological factors. From the study, policy and decisional suggestions and a wastewater process flow were developed for more efficient wastewater management within developing cities. A study was carried out on eight cities from developing nations that have created a framework for wastewater management using several approaches. Also, a summary of findings reveals that if adequately researched, cheap and alternative means of wastewater treatment and reuse could be developed for electricity generation, carwash, and firefighting for developing nations. The result of this research can be used to address public anxieties regarding wastewater-reuse practices. Additionally, this study hopes to aid successful wastewater management schemes in the foreseeable future.",2020-10-14,"Akpan, Victor E.; Omole, David O.; Bassey, Daniel E.",Heliyon,,,,document_parses/pdf_json/26a7354c2bda2d006fe72dce4361b0b35de848e6.json,document_parses/pmc_json/PMC7556266.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7556266/,
sjya1rzc,,WHO,2019 Novel Coronavirus Outbreak: SOS Alert for Dentists,,,,unk,"On January 31, 2020, novel coronavirus (nCoV), a zoonotic virus yet to be identified into the taxonomy, created a powerful ripple through mankind that the World Health Organization has declared a global health emergency.1 This is definitely not the first time that an alarm has been rung by this family of viruses. Epidemic impact of severe acute respiratory syndrome (SARS) due to SARS CoV and Middle East respiratory syndrome (MERS) by MERS CoV has engraved their place in the scientific literature.2 In general, CoV is known to cause respiratory diseases in humans and accounts for one-third of common cold infections.3 The current outbreak by 2019 nCoV in the Chinese city of Wuhan began in December 2019, has infected nearly 102,188 with 3,491 deaths reported as of March 7, 2020, and has spread to nearly 92 countries.1,4 An assumed incubation period between 2 and 14 days, with flu-like symptoms, may progress into severe pneumonia or acute respiratory distress syndrome which may be the reason for mortality.5,6.",2020,"Vidya, G S; Patil, Shankargouda; Raj, A Thirumal",J Contemp Dent Pract,,#345556,,,,,216484836.0
p0d1rn79,,WHO,How diseases rise and fall with the seasons—and what it could mean for coronavirus,,,,unk,"Scientists and doctors have observed for thousands of years that some diseases, such as polio and influenza, rise and fall with the seasons But why? Ongoing research in animals and humans suggests a variety of causes, including changes in the environment (like pH, temperature, and humidity) and even seasonal and daily changes to our own immune systems Figuring out those answers could one day make all the difference in minimizing the impact of infectious disease outbreaks—such as coronavirus disease 2019",2020,"Goldberg, Joel",Science,,#17395,,,,,216290525.0
m2iipe6k,,Medline,Propagation of bovine coronavirus on Vero cell line: electron microscopic studies.,,,6307783.0,unk,"The in vitro adaptation of enteric coronaviruses is difficult. In our Laboratories, the multiplication of the COI bovine strain (F15 origin), on Vero cells is commonly practised. Since other laboratory tests (hemagglutination inhibition, cytopathic effect and immunofluorescence) are not totally reliable, electron microscopic studies present definite advantages in the interpretation of viral synthesis, as demonstrated at the 11th passage in our study. We were able to observe the following: --that the rate of infected and productive cells was important; --that the stages of viral morphogenesis were well established; --that the viral synthesis was prolific and regular and could be witnessed by important intracytoplasmic storage. The results of this study prove that the choice of our cell system is very satisfactory.",1983,"Tektoff, J; Dauvergne, M; Durafour, M; Soulebot, J P",Developments in biological standardization,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/6307783/,37064149.0
i4e0rdxp,882148969fd946fcfa3bcc8e5c0415cd9ca96bed,Medline; PMC,Mathematical modeling for infectious viral disease: The COVID‐19 perspective,10.1002/pa.2306,PMC7461001,32904838.0,no-cc,"In this study, we examined various forms of mathematical models that are relevant for the containment, risk analysis, and features of COVID‐19. Greater emphasis was laid on the extension of the Susceptible–Infectious–Recovered (SIR) models for policy relevance in the time of COVID‐19. These mathematical models play a significant role in the understanding of COVID‐19 transmission mechanisms, structures, and features. Considering that the disease has spread sporadically around the world, causing large scale socioeconomic disruption unwitnessed in contemporary ages since World War II, researchers, stakeholders, government, and the society at large are actively engaged in finding ways to reduce the rate of infection until a cure or vaccination procedure is established. We advanced argument for the various forms of the mathematical model of epidemics and highlighted their relevance in the containment of COVID‐19 at the present time. Mathematical models address the need for understanding the transmission dynamics and other significant factors of the disease that would aid policymakers to make accurate decisions and reduce the rate of transmission of the disease.",2020-08-17,"Adekola, Hafeez Aderinsayo; Adekunle, Ibrahim Ayoade; Egberongbe, Haneefat Olabimpe; Onitilo, Sefiu Adekunle; Abdullahi, Idris Nasir",J Public Aff,,,,document_parses/pdf_json/882148969fd946fcfa3bcc8e5c0415cd9ca96bed.json,document_parses/pmc_json/PMC7461001.xml.json,https://doi.org/10.1002/pa.2306; https://www.ncbi.nlm.nih.gov/pubmed/32904838/,221458952.0
ycojry3s,,Medline,A density functional study on the formaldehyde recognition by Al-doped ZnO nanosheet.,10.1016/j.jmgm.2020.107630,,32408250.0,unk,"Experimental works have shown that doping ZnO nanosheets by the Al atom meaningfully increases their sensitivity toward HCHO gas. Here, we applied density functional theory calculations to study the Al-doping effect on the sensitivity of a ZnO nanosheet to HCHO gas, explaining the experimental results. We found that the pristine ZnO nanosheet weakly interacts with the HCHO with adsorption energy (Ead) of -9.3 kcal/mol, and the sensing response (S) value of 2.2 at 623 K. After the Al-doping process, the Ead and S values increase to -40.7 kcal/mol and 83.9, respectively, indicating an excellent agreement with the experimental results. We showed a relation between the HOMO-LUMO gap and the S value, confirming with the experimental results. Also, the proposed Al-doped ZnO nanosheet shows a good selectivity to HCHO gas at the presence of H2, NH3, C2H5OH, CO, and CH4 gases. A short recovery time of 18 s is predicted for Al-ZnO-based sensor which is comparable with the experimental value of 26 s. Finally, we conclude that the Al-doping makes the ZnO nanosheet a promising HCHO gas sensor with a high sensitivity, an excellent selectivity, and short recovery time.",2020-05-05,"Fang, Yu; Yang, Dong Dong; Xiang, Cai Yun; Shi, Min; Zhao, Huan; Asadi, H",Journal of molecular graphics & modelling,,,,,,https://doi.org/10.1016/j.jmgm.2020.107630; https://www.ncbi.nlm.nih.gov/pubmed/32408250/,218649917.0
lshqeow2,,WHO,349 The Physical Examination Is Unreliable in Determining the Location of the Ankle Physis in Healthy Children,,,,unk,"Study Objectives: Pediatric ankle injuries are a common presentation to the emergency department (ED) The Salter-Harris classification defines a type 1 fracture of the distal fibula as tenderness overlying the physis of the distal fibula without radiographic evidence of a fracture Our primary objective was to establish the reliability of physical examination performed by pediatric emergency physicians in determining the location of the physis of the distal fibula as compared to a criterion standard using ultrasound Methods: This was a prospective, observational, single-site study of a convenience sample of pediatric patients aged 4 to 10 years old It was performed at an urban academic pediatric ED between March 2019 and April 2020 Otherwise healthy children presenting to the ED for reasons other than lower extremity injury were eligible to participate A pediatric emergency physician or fellow performed a physical examination of the patient’s distal fibula and marked the location of the physis based on his or her examination with a marker After this, the study investigator (an ultrasound fellow) scanned the distal fibula, established the location of the physis on ultrasound, and used an invisible ink pen to mark the location of the physis Using an ultraviolet light, the investigator measured the distance between the clinician’s estimated position and the actual sonographic position of the physis Because the distal fibular physis measures only 3 mm on average, a clinically accurate position was defined a priori as a marked point located within a 5 mm distance of the sonographic marking We compared the accuracy rate of physical examination to ultrasound landmarking using proportions as well as means with 95% confidence intervals (CI) Using a simulation assuming the participation of at least 15 physicians assessing multiple patients, we calculated a sample size of 90 patients to detect a difference in 70% versus 50% physician accuracy with at least 80% power Results: Enrolment was stopped early due to the novel coronavirus pandemic, so we were unable to recruit our target sample size of 90 participants We enrolled 71 patients, of whom 52 (73%) were male The mean age was 6 7 years and the mean weight was 25 5 kg Participating pediatric emergency physicians included 18 staff physicians and 2 fellows The assessments were performed by staff physicians in 60 (85%) patients and by fellows in 11 (15%) patients Each physician examined a mean of 3 6 patients (range 1-15) The physis of the distal fibula was correctly identified in only 24 patients, yielding an accuracy rate of 34% (95% CI 23%-46%) The mean distance between the physician’s estimated position of the physis and the sonographic position was 7 4 mm (95% CI 6 4-8 4 mm) In a sensitivity analysis where the remaining 19 patient examinations would have all been accurate, the probability of accurate identification was 48% (95 CI 37%-59%) Conclusion: We found that pediatric emergency physicians were only 34% accurate with their physical examination in identifying the physis of the distal fibula This calls into question the utility of the definition of a type 1 Salter-Harris fracture given that the physical examination is unreliable in identifying the location of the physis of the distal fibula",2020,"Kim, D. J.; Dion, V.; Ahn, J.; Erdelyi, S.; Sabhaney, V.",Annals of Emergency Medicine,,#898448,,,,,229010233.0
393lg7sa,b22c09a7e0138e4a81c0172ba5120992145b9836,BioRxiv,Differential modulation of ventral tegmental area circuits by the nociceptin/orphanin FQ system,10.1101/776484,,,biorxiv,"The neuropeptide nociceptin/orphanin FQ (N/OFQ) can be released by stressors and is associated with disorders of emotion regulation and reward processing. N/OFQ and its receptor, NOP, are enriched in dopaminergic pathways, and intra-ventricular agonist delivery decreases dopamine levels in the dorsal striatum, nucleus accumbens (NAc), and ventral tegmental area (VTA). We used whole cell electrophysiology in acute rat midbrain slices to investigate synaptic actions of N/OFQ. N/OFQ was primarily inhibitory, causing outward currents in both immunocytochemically identified dopaminergic (tyrosine hydroxylase positive (TH(+)) and non-dopaminergic (TH(−)) VTA neurons (effect at 1 μM: 20 ± 4 pA). Surprisingly, this effect was mediated by augmentation of postsynaptic GABAAR currents, unlike the substantia nigra pars compacta (SNc), where the N/OFQ induced outward currents were K+ channel dependent. A smaller population, 19% of all VTA neurons, responded to low concentrations N/OFQ with inward currents (10 nM: −11 ± 2 pA). Following 100 nM N/OFQ, the response to a second N/OFQ application was markedly diminished in VTA neurons (14 ± 10% of first response), but not in SNc neurons (90 ± 20% of first response). N/OFQ generated outward currents in medial prefrontal cortex (mPFC)-projecting VTA neurons, but inward currents in a subset of posterior anterior cingulate cortex-projecting VTA neurons. While N/OFQ inhibited NAc-projecting VTA cell bodies, it had little effect on electrically or optogenetically evoked terminal dopamine release in the NAc measured ex vivo with fast scan cyclic voltammetry. These results extend our understanding of the N/OFQ system in brainstem circuits implicated in many neurobehavioral disorders. Significance statement The neuropeptide nociceptin/orphanin FQ (N/OFQ) and its receptor (NOP) are engaged under conditions of stress and are associated with reward processing disorders. Both peptide and receptor are highly enriched in ventral tegmental area (VTA) pathways underlying motivation and reward. Using whole cell electrophysiology in rat midbrain slices we found: 1) NOPs are functional on both dopaminergic and non-dopaminergic VTA neurons; 2) N/OFQ differentially regulates VTA neurons based on neuroanatomical projection target; and 3) repeated application of N/OFQ produces evidence of receptor desensitization in the VTA but not the SNc. These results reveal candidate mechanisms by which the NOP system regulates motivation and emotion.",2020-04-21,"Driscoll, Joseph R.; Wallace, Tanya L.; Mansourian, Kasra A.; Martin, William J.; Margolis, Elyssa B.",bioRxiv,,,,document_parses/pdf_json/b22c09a7e0138e4a81c0172ba5120992145b9836.json,,https://doi.org/10.1101/776484,208564815.0
xu2ye8m1,,Medline,Viruses and kidney disease: beyond HIV.,10.1016/j.semnephrol.2008.08.010,,19013331.0,unk,"SUMMARY Human immunodeficiency virus (HIV)-infected patients may acquire new viral co-infections; they also may experience the reactivation or worsening of existing viral infections, including active, smoldering, or latent infections. HIV-infected patients may be predisposed to these viral infections owing to immunodeficiency or risk factors common to HIV and other viruses. A number of these affect the kidney, either by direct infection or by deposition of immune complexes. In this review we discuss the renal manifestations and treatment of hepatitis C virus, BK virus, adenovirus, cytomegalovirus, and parvovirus B19 in patients with HIV disease. We also discuss an approach to the identification of new viral renal pathogens, using a viral gene chip to identify viral DNA or RNA.",2008,"Waldman, Meryl; Marshall, Vickie; Whitby, Denise; Kopp, Jeffrey B",Seminars in nephrology,,,,,,https://doi.org/10.1016/j.semnephrol.2008.08.010; https://www.ncbi.nlm.nih.gov/pubmed/19013331/,23379725.0
ejk0505j,,WHO,Structural basis for translational shutdown and immune evasion by the Nsp1 protein of SARS-CoV-2,,,,unk,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the causative agent of the current coronavirus disease 2019 (COVID-19) pandemic. A major virulence factor of SARS-CoVs is the nonstructural protein 1 (Nsp1), which suppresses host gene expression by ribosome association. Here, we show that Nsp1 from SARS-CoV-2 binds to the 40S ribosomal subunit, resulting in shutdown of messenger RNA (mRNA) translation both in vitro and in cells. Structural analysis by cryo-electron microscopy of in vitro-reconstituted Nsp1-40S and various native Nsp1-40S and -80S complexes revealed that the Nsp1 C terminus binds to and obstructs the mRNA entry tunnel. Thereby, Nsp1 effectively blocks retinoic acid-inducible gene I-dependent innate immune responses that would otherwise facilitate clearance of the infection. Thus, the structural characterization of the inhibitory mechanism of Nsp1 may aid structure-based drug design against SARS-CoV-2.",2020,"Thoms, Matthias; Buschauer, Robert; Ameismeier, Michael; Koepke, Lennart; Denk, Timo; Hirschenberger, Maximilian; Kratzat, Hanna; Hayn, Manuel; Mackens-Kiani, Timur; Cheng, Jingdong; Straub, Jan H; Stürzel, Christina M; Fröhlich, Thomas; Berninghausen, Otto; Becker, Thomas; Kirchhoff, Frank; Sparrer, Konstantin M J; Beckmann, Roland",Science,,#654484,,,,,218764881.0
ntuptc1j,61c1468397b7de9962956e6fe69b08925a6a880c,PMC,Nanomaterials-Based (Bio)Sensing Systems for Safety and Security Applications,10.1007/978-94-007-2872-1_3,PMC7114995,,no-cc,"The development of new nanomaterials and nanotechnologies has ­provided many new opportunities for (bio)sensing systems. The introduction of nanomaterials, such as magnetic nanoparticles, gold nanoparticles, graphene, quantum dots, etc. is bringing advantages in terms of improving the selectivity and sensitivity of these systems. These nanomaterials also offer advantages in biosensors owing to their nanometric size, shape, composition, physical properties, ability to manipulate their surface chemistry and the property that they have in terms of adsorbing biological molecules and the change of their physical properties. In recent years, several ­bacterial pathogens, toxins, viruses, parasites and explosives have been considered as potential threats for bioterrorism, among which can find Escherichia coli, Salmonella, Bacillus anthracis, Clostridium botulinum, Botulinum Neurotoxin, Vaccinia, Plasmodium falciparum, Trinitrotoluene, etc. Bioterrorism is extremely complex to tackle but the science and technology are fundamental ­elements to reduce its threat. For this reason, monitoring systems for quick identification of biomolecules are the core of much of the basic research activities in combating bioterrorism. In this chapter we discuss the research efforts by using nanobiotechnologies with the aim of developing accurate, easy, cheap, portable and ultrasensitive assays for agents that pose a biologic threat. Some ­nanomaterial-based (bio)sensing systems used to detect agents related with bioterrorism for safety and security applications in agriculture, food, forensic, biomedical are also given.",2012-01-05,"Pérez-López, Briza; Merkoçi, Arben",Portable Chemical Sensors,,,,document_parses/pdf_json/61c1468397b7de9962956e6fe69b08925a6a880c.json,document_parses/pmc_json/PMC7114995.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7114995/,
2ay5eeib,,Medline,[Study on the epidemiological characteristics of severe acute respiratory syndrome in Shanxi province].,,,12848908.0,unk,"OBJECTIVE To describe the epidemiological characteristics and related factors of SARS in Shanxi in order to provide scientific basis for prevention and control of severe acute respiratory syndrome (SARS). METHODS Data on clinically-diagnosed SARS cases reported to Shanxi Center for Disease Control and Prevention through SARS reporting system of Shanxi province and epidemiological reports were collected from early March to 20 May, 2003. The characteristics of SARS distribution in time, place and population in Shanxi were described. The epidemiological characteristics and related influential factors were analyzed with EPI info 6.0 software. RESULTS Since the first imported SARS case was diagnosed clinically on 7 March and till 20 May in Shanxi province, the number of cumulative clinically-diagnosed SARS cases were 445 with an attack rate of 1.34/10,000. 20 deaths occurred in that period with the mortality rate 4.49%. The number of cases increased from 28 March and formed the first peak. However, the number continued to increase until 18 April to have formed the second peak. Since then, the number of cases has gradually decreased gradually. Since 19 May, there has been no clinically-diagnosed cases being reported. SARS cases were mostly seen in urban areas of the city (83.82% of the total SARS cases) with sporadic cases found in rural areas. Students and medical staff and people from 20 - 59 years of age occupied the large part of the cases. Age specific mortality rate increased with age and the male/female ratio was 1:0.87. CONCLUSION In Shanxi province, the SARS epidemic seemed to have had the following stages: importation of the first case, gradual increase of the number of cases to reach the peak and decreasing. Case identification at early stage as well as taking measures to decrease the chance of transmission were strategically crucial for controlling the spread of SARS virus in the community.",2003,"Mei, Zhi-qiang; Guan, Lian-xin; Chai, Zhi-kai; Duan, Fa-yu; Qu, Cheng-yi; Zhang, Jie-min; Zhai, Ru-fang; Wu, Li-ping; Chen, Tao-an; Zhao, Liang-huai; Li, Guo-hua; Sang, Zhi-hong",Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/12848908/,34548726.0
